order_id,order_date,order_time,customer_id,store_id,order_source,platform
O14949,2025-03-25,08:02:00,C17789,S01,Online,Starbucks App
O14950,2025-02-22,12:32:00,C2761,S08,Store,In Store
O14951,2025-02-28,19:59:00,C18842,S08,Store,In Store
O14952,2025-03-25,08:48:00,C14414,S05,Online,Starbucks App
O14953,2025-01-09,16:23:00,C2050,S06,Online,Starbucks App
O14954,2025-03-20,19:25:00,C14951,S04,Store,In Store
O14955,2025-01-27,10:03:00,C1305,S03,Store,In Store
O14956,2025-01-08,11:57:00,C17285,S02,Online,Swiggy
O14957,2025-01-30,12:58:00,C4913,S08,Store,In Store
O14958,2025-02-14,15:11:00,C5094,S07,Store,In Store
O14959,2025-02-16,20:49:00,C2420,S07,Online,Swiggy
O14960,2025-01-17,08:31:00,C12206,S07,Store,In Store
O14961,2025-03-28,12:44:00,C2494,S05,Online,Zomato
O14962,2025-02-01,16:55:00,C16577,S07,Store,In Store
O14963,2025-02-06,12:48:00,C3027,S08,Store,In Store
O14964,2025-03-14,13:08:00,C6118,S02,Store,In Store
O14965,2025-03-03,20:01:00,C4113,S08,Store,In Store
O14966,2025-02-21,18:29:00,C968,S01,Online,Zomato
O14967,2025-01-31,11:19:00,C16871,S07,Online,Swiggy
O14968,2025-01-04,14:01:00,C4191,S07,Store,In Store
O14969,2025-02-13,18:10:00,C1107,S04,Online,Starbucks App
O14970,2025-03-16,12:04:00,C12318,S08,Online,Starbucks App
O14971,2025-02-26,19:06:00,C14922,S05,Online,Zomato
O14972,2025-02-15,21:06:00,C19822,S08,Store,In Store
O14973,2025-01-24,15:56:00,C5437,S01,Online,Swiggy
O14974,2025-03-07,21:09:00,C16514,S02,Store,In Store
O14975,2025-01-18,20:03:00,C11134,S04,Store,In Store
O14976,2025-01-24,16:33:00,C566,S07,Online,Starbucks App
O14977,2025-02-21,22:38:00,C13141,S07,Store,In Store
O14978,2025-01-11,10:56:00,C4851,S02,Online,Swiggy
O14979,2025-01-22,18:34:00,C5487,S07,Store,In Store
O14980,2025-01-18,10:02:00,C13147,S04,Store,In Store
O14981,2025-03-07,22:34:00,C8606,S05,Online,Zomato
O14982,2025-03-29,20:01:00,C12107,S04,Online,Zomato
O14983,2025-01-09,21:36:00,C16822,S06,Store,In Store
O14984,2025-02-05,09:23:00,C628,S07,Store,In Store
O14985,2025-03-15,16:11:00,C10103,S04,Online,Swiggy
O14986,2025-01-02,19:51:00,C5092,S02,Online,Swiggy
O14987,2025-03-23,11:31:00,C3844,S08,Store,In Store
O14988,2025-01-27,19:27:00,C10747,S02,Store,In Store
O14989,2025-03-30,13:02:00,C11627,S01,Store,In Store
O14990,2025-03-23,11:26:00,C18478,S05,Online,Starbucks App
O14991,2025-02-21,22:53:00,C19986,S03,Online,Swiggy
O14992,2025-03-02,09:34:00,C12650,S01,Store,In Store
O14993,2025-03-18,13:07:00,C3320,S05,Online,Swiggy
O14994,2025-03-05,20:00:00,C9761,S07,Online,Swiggy
O14995,2025-02-05,13:36:00,C5293,S06,Online,Swiggy
O14996,2025-02-09,12:18:00,C2614,S06,Store,In Store
O14997,2025-03-29,18:02:00,C6515,S03,Online,Swiggy
O14998,2025-01-22,17:15:00,C4152,S02,Store,In Store
O14999,2025-03-20,18:01:00,C12982,S06,Online,Swiggy
O15000,2025-01-19,19:27:00,C13101,S01,Online,Swiggy
O15001,2025-03-04,10:36:00,C4781,S03,Store,In Store
O15002,2025-02-10,12:54:00,C5127,S03,Online,Swiggy
O15003,2025-02-17,17:10:00,C12830,S07,Online,Swiggy
O15004,2025-03-04,21:41:00,C8233,S06,Online,Zomato
O15005,2025-03-23,18:50:00,C13965,S01,Store,In Store
O15006,2025-03-11,07:44:00,C1743,S01,Online,Zomato
O15007,2025-03-23,20:10:00,C16145,S04,Online,Swiggy
O15008,2025-03-12,13:30:00,C10283,S02,Online,Zomato
O15009,2025-01-31,22:45:00,C17341,S03,Store,In Store
O15010,2025-03-01,14:48:00,C472,S07,Store,In Store
O15011,2025-01-29,14:29:00,C19684,S06,Store,In Store
O15012,2025-03-27,12:41:00,C12527,S04,Online,Starbucks App
O15013,2025-02-17,17:32:00,C18545,S05,Online,Swiggy
O15014,2025-02-24,08:29:00,C10908,S02,Online,Swiggy
O15015,2025-03-27,18:31:00,C5935,S02,Store,In Store
O15016,2025-02-24,11:48:00,C2470,S03,Online,Starbucks App
O15017,2025-03-01,14:35:00,C18411,S04,Online,Zomato
O15018,2025-02-01,16:32:00,C16094,S02,Online,Swiggy
O15019,2025-02-10,09:07:00,C15795,S07,Store,In Store
O15020,2025-02-01,13:14:00,C6366,S04,Online,Zomato
O15021,2025-02-09,22:01:00,C8369,S04,Online,Starbucks App
O15022,2025-03-20,20:13:00,C9419,S03,Online,Swiggy
O15023,2025-03-25,18:08:00,C13195,S05,Online,Starbucks App
O15024,2025-02-09,22:33:00,C19998,S03,Store,In Store
O15025,2025-02-21,22:40:00,C13003,S02,Online,Swiggy
O15026,2025-01-22,21:01:00,C11903,S02,Store,In Store
O15027,2025-03-14,09:10:00,C3444,S08,Store,In Store
O15028,2025-02-08,11:14:00,C18010,S01,Store,In Store
O15029,2025-01-08,22:44:00,C9139,S06,Store,In Store
O15030,2025-02-07,15:15:00,C19509,S01,Store,In Store
O15031,2025-02-28,07:31:00,C3881,S04,Online,Zomato
O15032,2025-01-16,16:00:00,C2850,S02,Online,Swiggy
O15033,2025-03-12,15:30:00,C3270,S03,Online,Starbucks App
O15034,2025-03-16,18:42:00,C4833,S01,Store,In Store
O15035,2025-01-06,19:01:00,C7017,S02,Online,Starbucks App
O15036,2025-01-15,11:21:00,C12112,S03,Store,In Store
O15037,2025-02-16,18:09:00,C17425,S04,Store,In Store
O15038,2025-01-29,19:46:00,C13116,S04,Store,In Store
O15039,2025-03-12,10:09:00,C5718,S01,Store,In Store
O15040,2025-01-27,12:39:00,C12936,S05,Online,Starbucks App
O15041,2025-02-23,20:58:00,C8151,S04,Online,Starbucks App
O15042,2025-01-01,17:44:00,C11649,S08,Online,Starbucks App
O15043,2025-01-01,12:16:00,C1855,S07,Store,In Store
O15044,2025-03-02,21:36:00,C4187,S02,Store,In Store
O15045,2025-01-16,13:03:00,C8332,S05,Online,Swiggy
O15046,2025-02-02,09:45:00,C1366,S01,Online,Swiggy
O15047,2025-03-21,09:14:00,C17193,S05,Online,Zomato
O15048,2025-01-24,17:14:00,C4242,S03,Store,In Store
O15049,2025-03-24,20:56:00,C13051,S02,Online,Starbucks App
O15050,2025-02-26,20:18:00,C13837,S05,Online,Starbucks App
O15051,2025-03-10,13:38:00,C4746,S03,Store,In Store
O15052,2025-01-10,19:27:00,C2088,S08,Online,Starbucks App
O15053,2025-03-09,11:34:00,C1977,S06,Online,Swiggy
O15054,2025-01-20,19:38:00,C18450,S05,Online,Starbucks App
O15055,2025-01-12,22:42:00,C12667,S06,Store,In Store
O15056,2025-01-27,18:25:00,C4024,S05,Online,Zomato
O15057,2025-01-16,18:42:00,C7760,S03,Store,In Store
O15058,2025-02-03,12:50:00,C3636,S06,Store,In Store
O15059,2025-02-18,16:44:00,C19928,S08,Online,Swiggy
O15060,2025-03-26,16:49:00,C14760,S08,Online,Swiggy
O15061,2025-03-13,09:37:00,C13211,S02,Online,Starbucks App
O15062,2025-02-25,15:41:00,C934,S03,Online,Swiggy
O15063,2025-03-13,17:12:00,C2543,S05,Online,Starbucks App
O15064,2025-01-19,16:25:00,C18747,S03,Online,Starbucks App
O15065,2025-02-27,17:42:00,C13447,S03,Store,In Store
O15066,2025-03-15,22:56:00,C4473,S03,Online,Starbucks App
O15067,2025-01-18,16:05:00,C7156,S05,Store,In Store
O15068,2025-01-16,21:57:00,C16830,S02,Online,Swiggy
O15069,2025-03-27,20:52:00,C15308,S05,Online,Swiggy
O15070,2025-02-08,10:27:00,C10191,S05,Store,In Store
O15071,2025-01-24,14:39:00,C12076,S05,Store,In Store
O15072,2025-01-08,09:40:00,C18529,S06,Online,Zomato
O15073,2025-02-01,22:10:00,C1531,S07,Online,Swiggy
O15074,2025-02-12,19:09:00,C10393,S08,Online,Starbucks App
O15075,2025-01-21,09:09:00,C19951,S01,Store,In Store
O15076,2025-01-09,12:21:00,C866,S05,Store,In Store
O15077,2025-03-07,11:02:00,C4844,S04,Online,Starbucks App
O15078,2025-02-21,16:57:00,C19444,S03,Online,Starbucks App
O15079,2025-03-02,12:28:00,C12069,S01,Online,Starbucks App
O15080,2025-02-15,22:35:00,C15868,S03,Store,In Store
O15081,2025-01-24,19:24:00,C8035,S03,Online,Zomato
O15082,2025-02-20,14:17:00,C10851,S03,Online,Swiggy
O15083,2025-03-17,09:25:00,C2484,S05,Store,In Store
O15084,2025-02-17,08:16:00,C10717,S01,Store,In Store
O15085,2025-02-25,08:44:00,C17226,S04,Online,Starbucks App
O15086,2025-01-29,09:28:00,C15043,S08,Store,In Store
O15087,2025-01-06,11:24:00,C5190,S04,Store,In Store
O15088,2025-01-01,14:20:00,C17902,S04,Online,Swiggy
O15089,2025-01-23,08:56:00,C19954,S06,Online,Starbucks App
O15090,2025-03-08,22:50:00,C1380,S01,Store,In Store
O15091,2025-02-12,20:09:00,C5198,S02,Store,In Store
O15092,2025-03-05,18:16:00,C18145,S06,Store,In Store
O15093,2025-02-08,07:22:00,C2323,S01,Store,In Store
O15094,2025-02-17,19:40:00,C12593,S07,Store,In Store
O15095,2025-01-02,22:27:00,C539,S01,Store,In Store
O15096,2025-02-10,12:53:00,C15792,S07,Online,Zomato
O15097,2025-02-13,18:40:00,C18444,S02,Store,In Store
O15098,2025-01-17,08:28:00,C10015,S03,Store,In Store
O15099,2025-02-18,11:00:00,C16185,S08,Online,Starbucks App
O15100,2025-01-24,14:23:00,C1418,S05,Online,Zomato
O15101,2025-02-14,15:15:00,C13679,S04,Store,In Store
O15102,2025-03-21,12:20:00,C15144,S01,Store,In Store
O15103,2025-02-01,17:24:00,C5222,S04,Online,Swiggy
O15104,2025-01-22,16:13:00,C5780,S02,Online,Swiggy
O15105,2025-02-08,22:27:00,C10844,S05,Store,In Store
O15106,2025-03-04,22:30:00,C5192,S01,Store,In Store
O15107,2025-02-01,19:06:00,C2795,S01,Store,In Store
O15108,2025-01-18,15:49:00,C17167,S08,Online,Swiggy
O15109,2025-03-01,18:40:00,C16872,S07,Online,Starbucks App
O15110,2025-01-27,13:58:00,C2284,S03,Store,In Store
O15111,2025-03-13,21:24:00,C3424,S03,Online,Swiggy
O15112,2025-03-26,08:23:00,C10460,S03,Online,Swiggy
O15113,2025-03-09,07:50:00,C2931,S04,Online,Starbucks App
O15114,2025-01-20,16:32:00,C11722,S08,Store,In Store
O15115,2025-02-16,21:07:00,C6079,S02,Online,Starbucks App
O15116,2025-02-04,22:57:00,C14444,S08,Store,In Store
O15117,2025-01-12,07:29:00,C9653,S08,Store,In Store
O15118,2025-01-20,17:59:00,C9250,S02,Online,Starbucks App
O15119,2025-01-11,21:49:00,C17112,S03,Store,In Store
O15120,2025-02-19,18:20:00,C5337,S06,Store,In Store
O15121,2025-01-12,15:36:00,C12262,S01,Online,Zomato
O15122,2025-01-07,11:28:00,C9851,S05,Online,Swiggy
O15123,2025-01-03,15:52:00,C282,S05,Store,In Store
O15124,2025-02-24,09:52:00,C11871,S05,Store,In Store
O15125,2025-03-19,12:48:00,C10802,S03,Online,Starbucks App
O15126,2025-03-06,08:14:00,C1064,S05,Online,Zomato
O15127,2025-01-13,10:04:00,C13637,S06,Store,In Store
O15128,2025-01-09,15:14:00,C18117,S05,Store,In Store
O15129,2025-02-13,15:54:00,C12417,S02,Store,In Store
O15130,2025-03-29,08:04:00,C4217,S05,Online,Swiggy
O15131,2025-01-14,19:44:00,C10562,S06,Online,Swiggy
O15132,2025-02-24,18:02:00,C19987,S06,Store,In Store
O15133,2025-03-23,21:41:00,C6410,S02,Store,In Store
O15134,2025-03-28,17:06:00,C4686,S08,Online,Starbucks App
O15135,2025-02-10,20:46:00,C15415,S07,Online,Zomato
O15136,2025-01-17,09:20:00,C13467,S04,Store,In Store
O15137,2025-03-01,19:42:00,C14695,S08,Store,In Store
O15138,2025-01-24,22:12:00,C6495,S05,Online,Swiggy
O15139,2025-02-07,17:49:00,C5860,S02,Online,Swiggy
O15140,2025-03-19,21:49:00,C13401,S02,Online,Swiggy
O15141,2025-01-22,17:54:00,C1871,S01,Online,Starbucks App
O15142,2025-02-22,15:08:00,C14270,S03,Online,Zomato
O15143,2025-02-13,22:11:00,C17858,S01,Store,In Store
O15144,2025-01-02,14:17:00,C7463,S02,Store,In Store
O15145,2025-01-25,20:38:00,C17664,S06,Online,Zomato
O15146,2025-02-12,19:06:00,C6564,S06,Store,In Store
O15147,2025-02-11,11:37:00,C13730,S05,Online,Zomato
O15148,2025-02-12,15:21:00,C15576,S08,Online,Starbucks App
O15149,2025-01-08,22:04:00,C3933,S03,Online,Swiggy
O15150,2025-01-20,10:57:00,C4417,S07,Store,In Store
O15151,2025-03-20,19:34:00,C7202,S05,Store,In Store
O15152,2025-01-19,19:29:00,C8000,S03,Online,Swiggy
O15153,2025-02-16,22:54:00,C5020,S01,Online,Zomato
O15154,2025-01-09,07:25:00,C9338,S01,Store,In Store
O15155,2025-03-09,20:41:00,C6378,S02,Store,In Store
O15156,2025-01-01,18:14:00,C7335,S07,Online,Zomato
O15157,2025-02-16,12:50:00,C9751,S02,Online,Zomato
O15158,2025-01-03,11:02:00,C12077,S02,Online,Zomato
O15159,2025-02-22,18:59:00,C17181,S02,Store,In Store
O15160,2025-02-12,10:06:00,C8249,S08,Store,In Store
O15161,2025-03-21,08:42:00,C8189,S06,Online,Zomato
O15162,2025-02-10,10:26:00,C2110,S06,Store,In Store
O15163,2025-01-06,08:58:00,C17183,S03,Online,Swiggy
O15164,2025-01-02,13:22:00,C14973,S08,Online,Zomato
O15165,2025-02-07,21:39:00,C4374,S03,Store,In Store
O15166,2025-01-30,12:44:00,C11118,S02,Online,Zomato
O15167,2025-03-29,19:18:00,C7286,S07,Store,In Store
O15168,2025-01-14,13:53:00,C3808,S02,Store,In Store
O15169,2025-03-12,13:22:00,C16811,S06,Store,In Store
O15170,2025-03-25,18:13:00,C4842,S07,Store,In Store
O15171,2025-01-06,10:04:00,C14755,S03,Store,In Store
O15172,2025-02-08,17:45:00,C670,S01,Online,Swiggy
O15173,2025-01-30,11:41:00,C16235,S01,Store,In Store
O15174,2025-02-04,09:26:00,C4686,S05,Store,In Store
O15175,2025-02-02,20:39:00,C13894,S01,Store,In Store
O15176,2025-03-14,13:22:00,C2585,S07,Online,Swiggy
O15177,2025-03-12,16:59:00,C18902,S03,Store,In Store
O15178,2025-02-01,10:20:00,C10949,S02,Online,Zomato
O15179,2025-01-24,10:09:00,C3552,S06,Store,In Store
O15180,2025-03-20,09:48:00,C11616,S02,Store,In Store
O15181,2025-01-23,22:36:00,C8670,S05,Online,Starbucks App
O15182,2025-03-01,16:40:00,C8566,S02,Store,In Store
O15183,2025-01-21,16:30:00,C12651,S02,Store,In Store
O15184,2025-01-20,07:24:00,C10416,S04,Online,Starbucks App
O15185,2025-01-07,14:45:00,C11381,S07,Online,Starbucks App
O15186,2025-03-15,14:03:00,C724,S08,Store,In Store
O15187,2025-02-01,19:18:00,C308,S08,Store,In Store
O15188,2025-03-21,13:58:00,C18007,S07,Store,In Store
O15189,2025-03-11,21:42:00,C8445,S06,Store,In Store
O15190,2025-03-09,12:20:00,C13617,S04,Online,Zomato
O15191,2025-03-23,07:47:00,C11391,S07,Online,Starbucks App
O15192,2025-01-27,11:23:00,C3033,S08,Store,In Store
O15193,2025-02-16,10:32:00,C17371,S04,Store,In Store
O15194,2025-02-12,18:44:00,C3416,S05,Store,In Store
O15195,2025-02-24,18:53:00,C17396,S06,Store,In Store
O15196,2025-02-05,16:58:00,C10046,S04,Store,In Store
O15197,2025-03-27,12:22:00,C2333,S08,Store,In Store
O15198,2025-01-14,07:31:00,C10592,S01,Store,In Store
O15199,2025-01-10,18:10:00,C9206,S06,Store,In Store
O15200,2025-02-02,16:03:00,C19306,S07,Online,Zomato
O15201,2025-01-18,10:53:00,C14912,S07,Online,Starbucks App
O15202,2025-01-25,15:46:00,C6661,S08,Online,Swiggy
O15203,2025-02-16,18:44:00,C18010,S07,Online,Zomato
O15204,2025-03-09,13:18:00,C17168,S03,Store,In Store
O15205,2025-01-15,18:39:00,C13525,S04,Store,In Store
O15206,2025-02-10,11:08:00,C10908,S08,Online,Zomato
O15207,2025-03-31,10:56:00,C10344,S02,Store,In Store
O15208,2025-03-23,20:40:00,C4911,S05,Store,In Store
O15209,2025-03-13,21:03:00,C8182,S01,Online,Starbucks App
O15210,2025-02-10,16:06:00,C15087,S08,Online,Zomato
O15211,2025-01-09,09:12:00,C7377,S05,Store,In Store
O15212,2025-03-17,14:04:00,C16850,S05,Online,Swiggy
O15213,2025-02-28,09:59:00,C10525,S04,Store,In Store
O15214,2025-03-15,10:30:00,C5493,S07,Online,Starbucks App
O15215,2025-01-19,22:32:00,C16194,S06,Online,Swiggy
O15216,2025-02-02,12:55:00,C16453,S08,Store,In Store
O15217,2025-01-24,07:55:00,C12991,S07,Online,Swiggy
O15218,2025-01-20,16:07:00,C10873,S06,Store,In Store
O15219,2025-01-09,12:37:00,C19770,S01,Store,In Store
O15220,2025-01-20,14:14:00,C18281,S05,Store,In Store
O15221,2025-01-27,13:46:00,C6530,S01,Online,Zomato
O15222,2025-02-11,19:38:00,C11051,S07,Store,In Store
O15223,2025-03-23,12:51:00,C2618,S07,Online,Starbucks App
O15224,2025-03-11,22:33:00,C13505,S02,Store,In Store
O15225,2025-03-07,20:39:00,C5008,S03,Store,In Store
O15226,2025-03-17,19:34:00,C3565,S02,Store,In Store
O15227,2025-02-24,16:34:00,C15958,S02,Store,In Store
O15228,2025-02-27,08:10:00,C3380,S01,Online,Starbucks App
O15229,2025-03-26,07:50:00,C15312,S08,Store,In Store
O15230,2025-03-05,19:49:00,C12041,S02,Online,Starbucks App
O15231,2025-03-22,07:16:00,C1506,S06,Store,In Store
O15232,2025-01-24,15:48:00,C3249,S02,Store,In Store
O15233,2025-03-05,20:32:00,C8625,S04,Store,In Store
O15234,2025-03-07,09:03:00,C4577,S02,Online,Swiggy
O15235,2025-03-31,13:44:00,C4844,S07,Store,In Store
O15236,2025-01-22,22:46:00,C11227,S07,Online,Swiggy
O15237,2025-02-18,10:56:00,C17786,S07,Online,Starbucks App
O15238,2025-01-07,14:24:00,C10453,S04,Online,Starbucks App
O15239,2025-03-25,08:33:00,C2739,S07,Store,In Store
O15240,2025-03-19,12:46:00,C2384,S03,Store,In Store
O15241,2025-02-28,18:31:00,C3321,S08,Store,In Store
O15242,2025-03-27,07:19:00,C1958,S01,Store,In Store
O15243,2025-01-26,11:24:00,C12566,S04,Online,Swiggy
O15244,2025-01-28,18:38:00,C12756,S05,Online,Swiggy
O15245,2025-03-08,12:24:00,C4145,S04,Online,Starbucks App
O15246,2025-03-07,08:33:00,C3766,S05,Store,In Store
O15247,2025-02-06,18:04:00,C12060,S05,Store,In Store
O15248,2025-03-13,12:55:00,C9589,S02,Online,Starbucks App
O15249,2025-01-08,12:34:00,C19513,S03,Store,In Store
O15250,2025-03-09,11:40:00,C4329,S08,Store,In Store
O15251,2025-01-19,12:43:00,C14380,S02,Online,Zomato
O15252,2025-03-23,18:11:00,C1033,S06,Store,In Store
O15253,2025-01-18,16:50:00,C14176,S02,Online,Swiggy
O15254,2025-02-09,15:18:00,C19853,S07,Online,Starbucks App
O15255,2025-02-20,22:08:00,C12745,S06,Store,In Store
O15256,2025-02-20,10:38:00,C7240,S03,Store,In Store
O15257,2025-03-06,09:34:00,C19050,S03,Online,Starbucks App
O15258,2025-03-16,15:48:00,C5939,S04,Store,In Store
O15259,2025-03-31,12:38:00,C4541,S01,Online,Starbucks App
O15260,2025-03-22,07:44:00,C9365,S06,Store,In Store
O15261,2025-03-19,10:20:00,C19653,S03,Online,Swiggy
O15262,2025-01-19,15:56:00,C14417,S08,Store,In Store
O15263,2025-02-21,09:40:00,C15067,S04,Store,In Store
O15264,2025-01-25,08:23:00,C14567,S03,Online,Starbucks App
O15265,2025-03-25,13:05:00,C17241,S05,Online,Zomato
O15266,2025-01-23,17:53:00,C8359,S02,Store,In Store
O15267,2025-02-25,14:50:00,C263,S08,Online,Zomato
O15268,2025-02-13,22:03:00,C11013,S01,Online,Zomato
O15269,2025-02-04,11:41:00,C1331,S02,Online,Zomato
O15270,2025-02-01,17:54:00,C3012,S04,Online,Starbucks App
O15271,2025-01-09,22:30:00,C6641,S06,Store,In Store
O15272,2025-02-08,21:22:00,C5149,S08,Online,Starbucks App
O15273,2025-01-02,20:19:00,C5241,S02,Store,In Store
O15274,2025-01-02,11:15:00,C17430,S04,Online,Swiggy
O15275,2025-02-10,13:53:00,C17189,S05,Store,In Store
O15276,2025-02-11,07:29:00,C17602,S05,Online,Swiggy
O15277,2025-02-24,09:03:00,C10416,S06,Online,Swiggy
O15278,2025-03-18,13:16:00,C16619,S07,Store,In Store
O15279,2025-03-05,18:11:00,C3911,S03,Store,In Store
O15280,2025-02-26,10:13:00,C7282,S06,Store,In Store
O15281,2025-01-11,09:36:00,C6028,S08,Store,In Store
O15282,2025-02-07,11:00:00,C17244,S03,Online,Swiggy
O15283,2025-03-25,15:00:00,C17822,S07,Store,In Store
O15284,2025-03-13,10:06:00,C13722,S08,Store,In Store
O15285,2025-01-10,13:49:00,C17454,S02,Store,In Store
O15286,2025-02-04,07:42:00,C3355,S07,Store,In Store
O15287,2025-02-24,10:46:00,C236,S02,Online,Swiggy
O15288,2025-03-23,12:55:00,C5819,S05,Store,In Store
O15289,2025-02-12,07:45:00,C5793,S01,Store,In Store
O15290,2025-01-01,18:20:00,C7150,S05,Store,In Store
O15291,2025-03-02,22:31:00,C13718,S05,Store,In Store
O15292,2025-03-27,11:12:00,C7798,S07,Store,In Store
O15293,2025-02-16,10:27:00,C7061,S01,Store,In Store
O15294,2025-03-11,13:20:00,C6717,S08,Online,Starbucks App
O15295,2025-01-25,07:46:00,C3809,S01,Store,In Store
O15296,2025-03-21,21:48:00,C6060,S02,Online,Swiggy
O15297,2025-01-03,09:31:00,C5341,S01,Online,Swiggy
O15298,2025-03-20,07:21:00,C15113,S05,Store,In Store
O15299,2025-02-05,20:25:00,C13647,S01,Online,Swiggy
O15300,2025-01-17,20:20:00,C10553,S02,Online,Swiggy
O15301,2025-01-01,11:13:00,C16256,S01,Store,In Store
O15302,2025-02-19,22:06:00,C11811,S04,Online,Zomato
O15303,2025-02-25,14:29:00,C10094,S06,Store,In Store
O15304,2025-01-03,08:25:00,C10617,S08,Online,Zomato
O15305,2025-02-10,16:20:00,C14230,S01,Store,In Store
O15306,2025-01-26,13:14:00,C355,S02,Store,In Store
O15307,2025-01-18,21:46:00,C11263,S08,Online,Starbucks App
O15308,2025-02-03,21:08:00,C14749,S08,Online,Starbucks App
O15309,2025-02-08,09:12:00,C3272,S04,Online,Starbucks App
O15310,2025-03-01,14:46:00,C8355,S04,Online,Starbucks App
O15311,2025-02-03,13:38:00,C14917,S08,Online,Starbucks App
O15312,2025-02-26,21:34:00,C18947,S08,Online,Starbucks App
O15313,2025-03-09,12:17:00,C18015,S08,Online,Starbucks App
O15314,2025-01-26,20:24:00,C1660,S05,Online,Starbucks App
O15315,2025-03-19,15:40:00,C18345,S08,Online,Starbucks App
O15316,2025-01-30,16:55:00,C669,S05,Online,Zomato
O15317,2025-02-26,21:35:00,C11211,S04,Online,Zomato
O15318,2025-01-06,19:12:00,C11813,S02,Store,In Store
O15319,2025-03-01,07:17:00,C16023,S06,Store,In Store
O15320,2025-03-11,19:36:00,C19926,S04,Store,In Store
O15321,2025-03-30,15:20:00,C18387,S08,Online,Swiggy
O15322,2025-01-05,07:46:00,C19390,S02,Online,Zomato
O15323,2025-03-28,20:17:00,C3408,S03,Store,In Store
O15324,2025-01-08,18:49:00,C13188,S04,Online,Starbucks App
O15325,2025-02-04,13:57:00,C9935,S08,Store,In Store
O15326,2025-01-10,18:53:00,C5569,S03,Store,In Store
O15327,2025-02-25,20:28:00,C10162,S07,Online,Starbucks App
O15328,2025-03-08,16:41:00,C14442,S01,Store,In Store
O15329,2025-02-24,18:00:00,C12236,S06,Online,Starbucks App
O15330,2025-01-16,15:13:00,C5355,S01,Store,In Store
O15331,2025-01-07,14:19:00,C14663,S02,Store,In Store
O15332,2025-02-04,22:05:00,C6272,S05,Store,In Store
O15333,2025-01-29,12:09:00,C9962,S06,Online,Starbucks App
O15334,2025-01-15,08:36:00,C15757,S08,Online,Zomato
O15335,2025-01-08,07:54:00,C18894,S07,Store,In Store
O15336,2025-03-14,15:04:00,C4792,S04,Online,Starbucks App
O15337,2025-02-15,14:48:00,C15329,S02,Online,Zomato
O15338,2025-02-27,12:02:00,C5685,S03,Store,In Store
O15339,2025-01-31,13:23:00,C12946,S08,Store,In Store
O15340,2025-02-13,18:47:00,C19554,S02,Online,Zomato
O15341,2025-03-13,17:48:00,C18440,S02,Online,Swiggy
O15342,2025-01-27,14:01:00,C15387,S03,Online,Swiggy
O15343,2025-03-19,22:50:00,C18056,S08,Online,Zomato
O15344,2025-03-03,13:20:00,C14857,S03,Online,Starbucks App
O15345,2025-01-27,21:21:00,C11661,S03,Store,In Store
O15346,2025-03-23,13:35:00,C13708,S07,Online,Swiggy
O15347,2025-03-16,13:20:00,C8275,S02,Store,In Store
O15348,2025-01-11,14:32:00,C2698,S03,Online,Zomato
O15349,2025-03-17,07:04:00,C2846,S04,Store,In Store
O15350,2025-01-11,10:49:00,C12285,S05,Store,In Store
O15351,2025-02-21,16:43:00,C12927,S03,Store,In Store
O15352,2025-03-25,12:18:00,C7101,S08,Online,Swiggy
O15353,2025-03-16,12:39:00,C6025,S05,Online,Zomato
O15354,2025-01-15,08:59:00,C17933,S01,Online,Swiggy
O15355,2025-02-17,07:14:00,C6514,S05,Store,In Store
O15356,2025-02-16,16:04:00,C12540,S08,Online,Zomato
O15357,2025-03-16,10:35:00,C195,S02,Store,In Store
O15358,2025-01-05,10:35:00,C11394,S01,Store,In Store
O15359,2025-03-12,22:07:00,C18313,S02,Store,In Store
O15360,2025-03-16,09:22:00,C7132,S07,Store,In Store
O15361,2025-02-24,08:28:00,C11283,S04,Online,Zomato
O15362,2025-02-13,22:11:00,C18147,S07,Online,Swiggy
O15363,2025-02-12,09:17:00,C9954,S03,Store,In Store
O15364,2025-02-23,18:42:00,C899,S04,Store,In Store
O15365,2025-02-16,08:43:00,C4965,S08,Store,In Store
O15366,2025-01-10,17:48:00,C11953,S02,Store,In Store
O15367,2025-01-28,21:13:00,C18077,S03,Store,In Store
O15368,2025-03-10,12:36:00,C12342,S02,Online,Zomato
O15369,2025-01-13,11:20:00,C16702,S05,Store,In Store
O15370,2025-02-11,21:54:00,C2259,S05,Online,Starbucks App
O15371,2025-01-16,18:04:00,C2084,S07,Store,In Store
O15372,2025-01-13,20:49:00,C8474,S07,Store,In Store
O15373,2025-03-30,22:18:00,C13802,S05,Store,In Store
O15374,2025-02-13,11:22:00,C4430,S03,Store,In Store
O15375,2025-01-24,15:21:00,C2713,S07,Online,Starbucks App
O15376,2025-01-09,22:53:00,C731,S02,Online,Starbucks App
O15377,2025-02-04,17:55:00,C3411,S02,Online,Starbucks App
O15378,2025-02-22,07:48:00,C9721,S08,Online,Swiggy
O15379,2025-01-27,20:10:00,C10765,S07,Online,Zomato
O15380,2025-02-11,22:27:00,C16563,S06,Store,In Store
O15381,2025-01-24,15:14:00,C2493,S06,Store,In Store
O15382,2025-01-17,22:30:00,C15762,S02,Store,In Store
O15383,2025-01-08,16:21:00,C18767,S01,Store,In Store
O15384,2025-02-01,08:16:00,C19685,S04,Online,Swiggy
