bill_id,order_id,customer_id,product_id,quantity,total_amount,payment_method,store_id
B17560,O17560,C15604,P12,3,765,Card,S08
B17561,O17561,C10206,P21,2,670,UPI,S07
B17562,O17562,C1240,P14,2,600,Cash,S03
B17563,O17563,C14615,P19,3,885,Card,S08
B17564,O17564,C11681,P03,2,550,UPI,S02
B17565,O17565,C5158,P07,1,295,UPI,S05
B17566,O17566,C10675,P32,2,700,Card,S05
B17567,O17567,C30,P16,1,305,Card,S08
B17568,O17568,C13791,P19,3,885,UPI,S03
B17569,O17569,C18388,P34,1,240,Cash,S07
B17570,O17570,C7354,P35,2,520,UPI,S01
B17571,O17571,C18966,P33,1,370,Cash,S01
B17572,O17572,C13183,P09,2,670,Card,S08
B17573,O17573,C19406,P32,2,700,Cash,S05
B17574,O17574,C10819,P37,1,260,Card,S03
B17575,O17575,C10713,P42,3,840,UPI,S01
B17576,O17576,C19582,P34,1,240,UPI,S04
B17577,O17577,C8828,P36,3,840,UPI,S01
B17578,O17578,C1473,P23,2,720,Cash,S07
B17579,O17579,C4771,P39,1,300,Card,S08
B17580,O17580,C3899,P28,3,897,Cash,S04
B17581,O17581,C12311,P07,3,885,UPI,S04
B17582,O17582,C15152,P02,2,510,UPI,S03
B17583,O17583,C19274,P02,1,255,UPI,S05
B17584,O17584,C17830,P40,2,420,UPI,S01
B17585,O17585,C5151,P31,3,990,Cash,S05
B17586,O17586,C11706,P24,2,760,Cash,S02
B17587,O17587,C15339,P35,1,260,Card,S02
B17588,O17588,C4113,P06,2,600,Card,S03
B17589,O17589,C6606,P06,3,900,Cash,S02
B17590,O17590,C5525,P23,2,720,Card,S07
B17591,O17591,C1049,P25,3,945,Cash,S07
B17592,O17592,C1611,P03,3,825,Card,S07
B17593,O17593,C11537,P22,1,340,UPI,S02
B17594,O17594,C17891,P43,2,500,Card,S04
B17595,O17595,C5159,P33,2,740,Card,S04
B17596,O17596,C10076,P13,2,560,Cash,S07
B17597,O17597,C14683,P18,2,690,Cash,S03
B17598,O17598,C16846,P33,1,370,UPI,S02
B17599,O17599,C16073,P31,1,330,UPI,S08
B17600,O17600,C2245,P07,1,295,UPI,S04
B17601,O17601,C2006,P18,1,345,Card,S05
B17602,O17602,C18241,P28,1,299,Cash,S06
B17603,O17603,C15909,P37,2,520,Cash,S07
B17604,O17604,C8682,P01,2,470,Cash,S06
B17605,O17605,C7774,P33,1,370,Cash,S01
B17606,O17606,C11224,P35,3,780,UPI,S01
B17607,O17607,C12374,P29,1,319,Cash,S07
B17608,O17608,C3917,P41,2,440,Cash,S06
B17609,O17609,C6949,P38,1,280,Cash,S01
B17610,O17610,C7824,P03,2,550,Cash,S06
B17611,O17611,C3379,P34,3,720,Card,S07
B17612,O17612,C19631,P08,2,630,Card,S05
B17613,O17613,C14469,P21,1,335,Card,S02
B17614,O17614,C4675,P14,1,300,Cash,S06
B17615,O17615,C11275,P24,1,380,Card,S05
B17616,O17616,C9948,P18,1,345,Card,S06
B17617,O17617,C8329,P26,1,335,Card,S01
B17618,O17618,C5952,P21,2,670,Cash,S01
B17619,O17619,C4249,P12,1,255,Card,S04
B17620,O17620,C9719,P13,1,280,UPI,S06
B17621,O17621,C8223,P23,2,720,UPI,S05
B17622,O17622,C1433,P23,2,720,UPI,S03
B17623,O17623,C9707,P20,2,630,Cash,S07
B17624,O17624,C13476,P01,1,235,UPI,S05
B17625,O17625,C19280,P07,2,590,Card,S06
B17626,O17626,C18808,P22,2,680,UPI,S03
B17627,O17627,C2219,P14,3,900,Cash,S03
B17628,O17628,C8604,P04,1,260,Cash,S01
B17629,O17629,C12243,P13,3,840,UPI,S02
B17630,O17630,C13777,P29,1,319,UPI,S01
B17631,O17631,C17202,P33,2,740,Card,S05
B17632,O17632,C17899,P30,2,678,Cash,S06
B17633,O17633,C9986,P38,2,560,Card,S02
B17634,O17634,C8373,P33,1,370,Cash,S05
B17635,O17635,C6891,P27,3,1065,Cash,S08
B17636,O17636,C19202,P36,1,280,Cash,S05
B17637,O17637,C19201,P43,3,750,UPI,S04
B17638,O17638,C2340,P04,3,780,Card,S01
B17639,O17639,C8206,P08,1,315,UPI,S04
B17640,O17640,C11966,P24,1,380,Card,S04
B17641,O17641,C19439,P43,2,500,UPI,S02
B17642,O17642,C17392,P31,2,660,UPI,S03
B17643,O17643,C17663,P18,2,690,Card,S02
B17644,O17644,C7476,P31,1,330,UPI,S08
B17645,O17645,C16358,P22,2,680,UPI,S03
B17646,O17646,C19761,P05,2,560,Card,S08
B17647,O17647,C18846,P22,3,1020,Cash,S05
B17648,O17648,C3201,P19,1,295,Card,S01
B17649,O17649,C9280,P03,2,550,UPI,S05
B17650,O17650,C13158,P28,1,299,Cash,S02
B17651,O17651,C16541,P10,1,215,Card,S08
B17652,O17652,C12576,P08,3,945,Cash,S04
B17653,O17653,C11430,P02,2,510,UPI,S08
B17654,O17654,C12172,P42,2,560,Card,S05
B17655,O17655,C16141,P30,2,678,UPI,S05
B17656,O17656,C2814,P06,3,900,UPI,S03
B17657,O17657,C4718,P33,2,740,Cash,S01
B17658,O17658,C13929,P10,2,430,UPI,S04
B17659,O17659,C2488,P01,2,470,UPI,S06
B17660,O17660,C15673,P18,2,690,Cash,S01
B17661,O17661,C7391,P38,2,560,Card,S07
B17662,O17662,C15160,P27,3,1065,UPI,S05
B17663,O17663,C14775,P36,1,280,Cash,S08
B17664,O17664,C9414,P24,1,380,Cash,S04
B17665,O17665,C16627,P34,3,720,UPI,S03
B17666,O17666,C19283,P37,2,520,Cash,S03
B17667,O17667,C12172,P26,2,670,UPI,S02
B17668,O17668,C4444,P03,1,275,UPI,S07
B17669,O17669,C11684,P11,1,235,Cash,S06
B17670,O17670,C92,P38,1,280,Card,S08
B17671,O17671,C8499,P42,1,280,Card,S04
B17672,O17672,C9613,P19,1,295,Cash,S07
B17673,O17673,C1206,P09,1,335,Card,S06
B17674,O17674,C1500,P21,1,335,Card,S05
B17675,O17675,C13519,P09,1,335,Cash,S01
B17676,O17676,C9818,P34,1,240,Cash,S01
B17677,O17677,C4885,P30,2,678,Card,S06
B17678,O17678,C4641,P34,3,720,UPI,S01
B17679,O17679,C5748,P03,3,825,Cash,S07
B17680,O17680,C14467,P40,3,630,Card,S01
B17681,O17681,C18982,P08,1,315,UPI,S08
B17682,O17682,C9415,P35,3,780,Card,S01
B17683,O17683,C14361,P34,2,480,UPI,S02
B17684,O17684,C2474,P42,2,560,Cash,S07
B17685,O17685,C12169,P29,3,957,UPI,S06
B17686,O17686,C7120,P07,3,885,Card,S01
B17687,O17687,C16839,P07,2,590,Card,S07
B17688,O17688,C18204,P30,2,678,Card,S04
B17689,O17689,C13126,P17,3,975,UPI,S08
B17690,O17690,C15373,P23,1,360,Card,S02
B17691,O17691,C3336,P04,3,780,Card,S06
B17692,O17692,C10063,P32,1,350,Card,S08
B17693,O17693,C3231,P24,2,760,Card,S05
B17694,O17694,C13824,P36,2,560,UPI,S07
B17695,O17695,C5379,P27,2,710,UPI,S05
B17696,O17696,C7046,P07,3,885,Cash,S04
B17697,O17697,C636,P10,3,645,UPI,S01
B17698,O17698,C19674,P15,3,960,Card,S08
B17699,O17699,C11019,P41,3,660,Card,S03
B17700,O17700,C122,P08,2,630,Card,S05
B17701,O17701,C288,P21,1,335,UPI,S06
B17702,O17702,C16090,P15,2,640,Card,S05
B17703,O17703,C2543,P35,2,520,Card,S01
B17704,O17704,C14888,P29,1,319,UPI,S08
B17705,O17705,C10289,P40,2,420,Cash,S01
B17706,O17706,C3341,P05,2,560,Card,S07
B17707,O17707,C7043,P28,2,598,Card,S04
B17708,O17708,C16392,P33,1,370,Cash,S03
B17709,O17709,C2038,P32,1,350,UPI,S08
B17710,O17710,C13847,P15,1,320,UPI,S05
B17711,O17711,C13402,P20,3,945,UPI,S08
B17712,O17712,C5191,P24,3,1140,UPI,S07
B17713,O17713,C7311,P10,1,215,UPI,S02
B17714,O17714,C19746,P05,1,280,UPI,S05
B17715,O17715,C11267,P07,3,885,Cash,S08
B17716,O17716,C14928,P29,1,319,UPI,S06
B17717,O17717,C6680,P31,2,660,Card,S07
B17718,O17718,C3514,P06,2,600,Card,S04
B17719,O17719,C12119,P35,3,780,Cash,S06
B17720,O17720,C19925,P23,3,1080,Cash,S05
B17721,O17721,C11787,P17,1,325,Cash,S08
B17722,O17722,C12935,P33,3,1110,Cash,S02
B17723,O17723,C2376,P39,2,600,UPI,S04
B17724,O17724,C2987,P42,1,280,Card,S05
B17725,O17725,C9985,P17,3,975,UPI,S08
B17726,O17726,C2559,P31,1,330,Cash,S06
B17727,O17727,C6696,P23,2,720,Card,S06
B17728,O17728,C2758,P34,1,240,Card,S01
B17729,O17729,C13381,P22,3,1020,UPI,S05
B17730,O17730,C17700,P02,3,765,Cash,S04
B17731,O17731,C3853,P19,1,295,UPI,S01
B17732,O17732,C516,P01,2,470,Card,S02
B17733,O17733,C16669,P13,2,560,Card,S06
B17734,O17734,C4407,P20,2,630,Card,S06
B17735,O17735,C2266,P05,3,840,Cash,S02
B17736,O17736,C15798,P13,2,560,Card,S06
B17737,O17737,C18660,P25,3,945,Card,S03
B17738,O17738,C2232,P18,2,690,Cash,S03
B17739,O17739,C11562,P03,3,825,Cash,S02
B17740,O17740,C11441,P01,3,705,Cash,S07
B17741,O17741,C7554,P16,2,610,Cash,S06
B17742,O17742,C1743,P39,3,900,Cash,S06
B17743,O17743,C17285,P14,3,900,Card,S03
B17744,O17744,C19624,P13,2,560,UPI,S07
B17745,O17745,C19571,P26,3,1005,Cash,S03
B17746,O17746,C2091,P11,1,235,Cash,S03
B17747,O17747,C11781,P15,2,640,UPI,S08
B17748,O17748,C8581,P24,2,760,Cash,S04
B17749,O17749,C19053,P28,3,897,Card,S06
B17750,O17750,C9708,P39,1,300,Card,S04
B17751,O17751,C19333,P41,2,440,UPI,S04
B17752,O17752,C11015,P43,2,500,Cash,S08
B17753,O17753,C13270,P19,3,885,Cash,S06
B17754,O17754,C193,P32,3,1050,Cash,S05
B17755,O17755,C13883,P31,3,990,Cash,S08
B17756,O17756,C4027,P23,1,360,Cash,S08
B17757,O17757,C12548,P20,2,630,UPI,S02
B17758,O17758,C7599,P40,1,210,Cash,S08
B17759,O17759,C15936,P03,3,825,Card,S01
B17760,O17760,C620,P14,2,600,Cash,S08
B17761,O17761,C2765,P12,1,255,UPI,S06
B17762,O17762,C4048,P25,1,315,Cash,S05
B17763,O17763,C2541,P29,1,319,UPI,S07
B17764,O17764,C2488,P16,1,305,Card,S02
B17765,O17765,C19470,P17,3,975,UPI,S04
B17766,O17766,C14093,P12,1,255,Card,S07
B17767,O17767,C17556,P43,3,750,UPI,S08
B17768,O17768,C3994,P28,1,299,Card,S01
B17769,O17769,C12101,P09,1,335,UPI,S02
B17770,O17770,C8828,P18,1,345,Cash,S08
B17771,O17771,C11712,P31,2,660,Card,S03
B17772,O17772,C15225,P13,1,280,UPI,S04
B17773,O17773,C16985,P41,1,220,Cash,S05
B17774,O17774,C4161,P03,2,550,Cash,S04
B17775,O17775,C4033,P25,2,630,Cash,S08
B17776,O17776,C5968,P28,3,897,UPI,S03
B17777,O17777,C4821,P32,1,350,Cash,S08
B17778,O17778,C18783,P22,3,1020,Card,S07
B17779,O17779,C1642,P42,3,840,Card,S08
B17780,O17780,C1728,P38,3,840,Card,S02
B17781,O17781,C18247,P33,1,370,Cash,S08
B17782,O17782,C9890,P07,2,590,UPI,S07
B17783,O17783,C19088,P13,3,840,Cash,S05
B17784,O17784,C3815,P13,3,840,Cash,S05
B17785,O17785,C5239,P11,3,705,UPI,S05
B17786,O17786,C3055,P13,2,560,Cash,S02
B17787,O17787,C17457,P20,1,315,Card,S01
B17788,O17788,C19625,P12,1,255,Cash,S02
B17789,O17789,C14163,P16,2,610,Card,S06
B17790,O17790,C2262,P11,1,235,Cash,S08
B17791,O17791,C6955,P07,2,590,Cash,S03
B17792,O17792,C11584,P31,1,330,UPI,S08
B17793,O17793,C6242,P36,3,840,Card,S06
B17794,O17794,C18044,P24,1,380,Card,S01
B17795,O17795,C16733,P21,1,335,Cash,S08
B17796,O17796,C7158,P31,1,330,Card,S06
B17797,O17797,C16946,P38,2,560,Cash,S08
B17798,O17798,C4860,P27,3,1065,Cash,S07
B17799,O17799,C12322,P29,2,638,UPI,S04
B17800,O17800,C18124,P41,2,440,Card,S03
B17801,O17801,C13563,P15,1,320,Cash,S02
B17802,O17802,C10041,P14,3,900,Card,S06
B17803,O17803,C6636,P10,1,215,Card,S03
B17804,O17804,C3801,P19,1,295,UPI,S03
B17805,O17805,C19820,P35,2,520,Card,S07
B17806,O17806,C6056,P04,2,520,Cash,S02
B17807,O17807,C11366,P04,3,780,Card,S06
B17808,O17808,C15204,P10,2,430,Cash,S05
B17809,O17809,C18727,P17,1,325,UPI,S08
B17810,O17810,C14409,P24,3,1140,Cash,S06
B17811,O17811,C11297,P05,1,280,UPI,S02
B17812,O17812,C607,P42,2,560,UPI,S08
B17813,O17813,C2217,P26,1,335,Card,S05
B17814,O17814,C10236,P18,3,1035,UPI,S07
B17815,O17815,C2952,P41,2,440,Cash,S02
B17816,O17816,C17752,P33,1,370,UPI,S02
B17817,O17817,C16195,P13,3,840,Cash,S07
B17818,O17818,C16024,P30,2,678,Cash,S01
B17819,O17819,C10563,P37,3,780,Cash,S07
B17820,O17820,C9846,P32,3,1050,UPI,S06
B17821,O17821,C17532,P14,1,300,UPI,S03
B17822,O17822,C13494,P35,3,780,Cash,S02
B17823,O17823,C2146,P08,1,315,Card,S05
B17824,O17824,C16976,P24,2,760,UPI,S05
B17825,O17825,C1184,P22,2,680,Card,S03
B17826,O17826,C7587,P17,3,975,Cash,S02
B17827,O17827,C18468,P26,2,670,Card,S08
B17828,O17828,C3913,P31,1,330,Cash,S06
B17829,O17829,C8282,P16,2,610,Card,S04
B17830,O17830,C10966,P19,2,590,Card,S04
B17831,O17831,C2063,P34,1,240,Cash,S05
B17832,O17832,C882,P37,2,520,UPI,S08
B17833,O17833,C16773,P40,1,210,Card,S03
B17834,O17834,C13185,P08,1,315,Card,S04
B17835,O17835,C2530,P03,3,825,Card,S04
B17836,O17836,C3284,P14,2,600,Cash,S03
B17837,O17837,C18710,P29,1,319,Cash,S03
B17838,O17838,C2612,P36,2,560,UPI,S06
B17839,O17839,C2965,P04,3,780,Cash,S01
B17840,O17840,C1117,P30,1,339,Card,S01
B17841,O17841,C6231,P07,3,885,Cash,S03
B17842,O17842,C7621,P18,2,690,Card,S07
B17843,O17843,C226,P21,3,1005,UPI,S05
B17844,O17844,C13436,P37,2,520,UPI,S01
B17845,O17845,C18090,P40,3,630,Card,S07
B17846,O17846,C819,P32,3,1050,UPI,S05
B17847,O17847,C5330,P21,3,1005,Cash,S08
B17848,O17848,C18124,P23,2,720,Cash,S06
B17849,O17849,C4605,P18,1,345,UPI,S02
B17850,O17850,C5769,P06,3,900,Cash,S01
B17851,O17851,C4837,P01,1,235,Card,S04
B17852,O17852,C18394,P15,3,960,UPI,S02
B17853,O17853,C14818,P22,3,1020,Card,S01
B17854,O17854,C7975,P09,1,335,Card,S08
B17855,O17855,C9747,P09,2,670,Card,S04
B17856,O17856,C16959,P20,2,630,Card,S04
B17857,O17857,C15394,P27,3,1065,Cash,S01
B17858,O17858,C6563,P41,2,440,Card,S08
B17859,O17859,C10826,P41,1,220,Cash,S05
B17860,O17860,C18675,P37,2,520,Cash,S03
B17861,O17861,C1607,P39,3,900,Cash,S02
B17862,O17862,C10864,P05,2,560,Card,S06
B17863,O17863,C1814,P16,3,915,UPI,S07
B17864,O17864,C6954,P30,3,1017,Card,S08
B17865,O17865,C6829,P22,2,680,Card,S08
B17866,O17866,C5516,P30,2,678,Cash,S08
B17867,O17867,C4979,P25,3,945,Card,S06
B17868,O17868,C4276,P01,1,235,Card,S01
B17869,O17869,C8034,P29,2,638,Card,S06
B17870,O17870,C15926,P42,1,280,Card,S01
B17871,O17871,C8686,P26,3,1005,Cash,S02
B17872,O17872,C18797,P20,3,945,UPI,S08
B17873,O17873,C9473,P41,1,220,Card,S01
B17874,O17874,C14904,P35,2,520,Card,S02
B17875,O17875,C9701,P39,3,900,Card,S04
B17876,O17876,C3736,P08,3,945,UPI,S04
B17877,O17877,C15987,P43,2,500,UPI,S07
B17878,O17878,C7799,P08,3,945,UPI,S05
B17879,O17879,C17397,P38,3,840,UPI,S07
B17880,O17880,C10029,P26,1,335,UPI,S06
B17881,O17881,C3557,P32,2,700,UPI,S03
B17882,O17882,C13944,P19,2,590,UPI,S05
B17883,O17883,C1057,P07,1,295,UPI,S01
B17884,O17884,C19424,P22,2,680,UPI,S06
B17885,O17885,C16143,P19,1,295,UPI,S02
B17886,O17886,C9780,P22,3,1020,Cash,S07
B17887,O17887,C1023,P03,1,275,Card,S03
B17888,O17888,C7563,P16,3,915,Cash,S07
B17889,O17889,C18511,P16,3,915,Cash,S07
B17890,O17890,C8817,P24,3,1140,UPI,S03
B17891,O17891,C13014,P34,3,720,Card,S07
B17892,O17892,C11484,P07,2,590,Cash,S06
B17893,O17893,C19505,P01,2,470,UPI,S04
B17894,O17894,C3332,P11,1,235,Cash,S01
B17895,O17895,C15033,P36,2,560,Cash,S02
B17896,O17896,C6369,P08,3,945,UPI,S04
B17897,O17897,C7669,P01,1,235,UPI,S07
B17898,O17898,C3595,P14,1,300,Card,S03
B17899,O17899,C9797,P05,2,560,Cash,S06
B17900,O17900,C13821,P34,3,720,Card,S03
B17901,O17901,C15195,P15,1,320,UPI,S02
B17902,O17902,C6356,P35,2,520,Cash,S07
B17903,O17903,C14316,P01,3,705,Card,S08
B17904,O17904,C13875,P20,1,315,UPI,S03
B17905,O17905,C17648,P21,1,335,Card,S01
B17906,O17906,C4731,P42,3,840,UPI,S08
B17907,O17907,C18946,P43,1,250,UPI,S08
B17908,O17908,C831,P23,2,720,Cash,S08
B17909,O17909,C12747,P09,1,335,UPI,S03
B17910,O17910,C11276,P17,3,975,UPI,S08
B17911,O17911,C16152,P13,2,560,Card,S06
B17912,O17912,C3305,P33,2,740,UPI,S07
B17913,O17913,C13306,P16,2,610,UPI,S03
B17914,O17914,C6417,P18,1,345,Cash,S03
B17915,O17915,C18385,P26,1,335,Cash,S03
B17916,O17916,C5148,P03,3,825,Card,S07
B17917,O17917,C7060,P22,1,340,Cash,S02
B17918,O17918,C18181,P34,3,720,UPI,S08
B17919,O17919,C1081,P32,2,700,UPI,S07
B17920,O17920,C4703,P36,2,560,Cash,S07
B17921,O17921,C6260,P21,3,1005,UPI,S04
B17922,O17922,C3041,P41,1,220,Cash,S05
B17923,O17923,C11412,P38,2,560,Cash,S06
B17924,O17924,C14590,P22,1,340,Card,S05
B17925,O17925,C15926,P27,1,355,UPI,S07
B17926,O17926,C14431,P26,3,1005,Card,S03
B17927,O17927,C4655,P32,3,1050,Card,S07
B17928,O17928,C2804,P36,3,840,Cash,S02
B17929,O17929,C17505,P21,1,335,Cash,S06
B17930,O17930,C10443,P21,3,1005,Cash,S06
B17931,O17931,C17703,P02,3,765,UPI,S03
B17932,O17932,C14537,P05,2,560,Cash,S05
B17933,O17933,C15403,P10,1,215,UPI,S04
B17934,O17934,C3257,P23,3,1080,Card,S04
B17935,O17935,C5433,P09,2,670,UPI,S02
B17936,O17936,C3866,P20,1,315,UPI,S07
B17937,O17937,C13542,P28,1,299,Cash,S01
B17938,O17938,C15695,P27,1,355,Card,S01
B17939,O17939,C9458,P28,1,299,Cash,S02
B17940,O17940,C3090,P28,2,598,UPI,S01
B17941,O17941,C19661,P22,3,1020,UPI,S08
B17942,O17942,C12370,P39,3,900,Cash,S06
B17943,O17943,C5345,P42,1,280,UPI,S07
B17944,O17944,C11013,P03,2,550,Card,S07
B17945,O17945,C4949,P10,2,430,Cash,S07
B17946,O17946,C15166,P06,1,300,UPI,S05
B17947,O17947,C8792,P22,1,340,Cash,S02
B17948,O17948,C19578,P08,1,315,UPI,S05
B17949,O17949,C5088,P01,1,235,Cash,S06
B17950,O17950,C19558,P09,2,670,Card,S01
B17951,O17951,C15351,P42,1,280,Card,S02
B17952,O17952,C4127,P29,1,319,UPI,S02
B17953,O17953,C10984,P05,1,280,UPI,S01
B17954,O17954,C3594,P41,1,220,Card,S04
B17955,O17955,C612,P18,1,345,Card,S07
B17956,O17956,C18109,P02,3,765,Cash,S07
B17957,O17957,C4790,P19,3,885,UPI,S07
B17958,O17958,C13788,P38,2,560,Cash,S07
B17959,O17959,C14082,P02,1,255,Card,S08
B17960,O17960,C18093,P22,2,680,UPI,S06
B17961,O17961,C14572,P35,1,260,UPI,S05
B17962,O17962,C16773,P13,3,840,Card,S03
B17963,O17963,C16155,P19,3,885,Cash,S06
B17964,O17964,C8235,P17,1,325,Cash,S03
B17965,O17965,C2780,P38,3,840,UPI,S04
B17966,O17966,C11454,P31,2,660,UPI,S08
B17967,O17967,C4448,P04,3,780,UPI,S06
B17968,O17968,C16589,P40,3,630,UPI,S04
B17969,O17969,C12194,P26,1,335,UPI,S06
B17970,O17970,C8069,P20,1,315,UPI,S03
B17971,O17971,C16884,P22,1,340,UPI,S06
B17972,O17972,C3145,P23,3,1080,UPI,S08
B17973,O17973,C8987,P24,1,380,Cash,S03
B17974,O17974,C8110,P23,2,720,UPI,S01
B17975,O17975,C7441,P22,3,1020,UPI,S07
B17976,O17976,C13889,P13,1,280,Card,S08
B17977,O17977,C18700,P27,1,355,UPI,S02
B17978,O17978,C1699,P25,2,630,Cash,S04
B17979,O17979,C10715,P06,3,900,UPI,S03
B17980,O17980,C16476,P36,3,840,Cash,S02
B17981,O17981,C12024,P37,3,780,Card,S06
B17982,O17982,C8931,P30,2,678,UPI,S02
B17983,O17983,C18557,P23,2,720,UPI,S07
B17984,O17984,C17556,P41,1,220,Card,S08
B17985,O17985,C9696,P35,3,780,Card,S02
B17986,O17986,C7982,P14,2,600,UPI,S04
B17987,O17987,C5650,P03,1,275,Cash,S06
B17988,O17988,C3809,P43,3,750,UPI,S07
B17989,O17989,C11515,P24,3,1140,Card,S02
B17990,O17990,C16536,P25,1,315,Card,S04
B17991,O17991,C9637,P02,2,510,Cash,S01
B17992,O17992,C3275,P20,3,945,Cash,S07
B17993,O17993,C4448,P02,2,510,UPI,S07
B17994,O17994,C1628,P42,3,840,Card,S02
B17995,O17995,C13363,P17,3,975,UPI,S06
B17996,O17996,C16308,P17,3,975,Cash,S01
B17997,O17997,C11401,P04,2,520,Card,S01
B17998,O17998,C14046,P43,1,250,Cash,S05
B17999,O17999,C12030,P16,3,915,UPI,S01
B18000,O18000,C15726,P38,2,560,UPI,S03
B18001,O18001,C10160,P42,1,280,Cash,S05
B18002,O18002,C16856,P37,2,520,UPI,S08
B18003,O18003,C17811,P36,1,280,Card,S02
B18004,O18004,C11493,P34,2,480,Card,S08
B18005,O18005,C2611,P15,2,640,Card,S02
B18006,O18006,C13634,P03,1,275,Card,S03
B18007,O18007,C4134,P42,1,280,Card,S06
B18008,O18008,C3473,P28,1,299,Cash,S03
B18009,O18009,C5173,P27,1,355,UPI,S06
B18010,O18010,C9953,P23,1,360,UPI,S06
B18011,O18011,C8716,P37,3,780,Cash,S07
B18012,O18012,C991,P31,3,990,Card,S02
B18013,O18013,C3116,P34,3,720,Card,S06
B18014,O18014,C12457,P42,2,560,Card,S06
B18015,O18015,C938,P03,1,275,Card,S06
B18016,O18016,C12326,P30,3,1017,UPI,S08
B18017,O18017,C16303,P22,2,680,Card,S05
B18018,O18018,C12215,P01,1,235,UPI,S02
B18019,O18019,C18059,P43,1,250,Card,S06
B18020,O18020,C10680,P37,3,780,Cash,S02
B18021,O18021,C15024,P35,2,520,Cash,S01
B18022,O18022,C7569,P09,2,670,Card,S03
B18023,O18023,C3146,P02,1,255,UPI,S02
B18024,O18024,C12459,P39,3,900,Cash,S04
B18025,O18025,C7181,P40,2,420,Cash,S07
B18026,O18026,C6045,P10,3,645,UPI,S06
B18027,O18027,C18001,P26,2,670,Card,S03
B18028,O18028,C17844,P03,2,550,Cash,S01
B18029,O18029,C6683,P18,3,1035,Card,S01
B18030,O18030,C14794,P26,1,335,Cash,S08
B18031,O18031,C11179,P05,2,560,UPI,S01
B18032,O18032,C11947,P41,3,660,Card,S05
B18033,O18033,C10410,P43,2,500,Cash,S06
B18034,O18034,C15858,P38,1,280,UPI,S03
B18035,O18035,C14789,P42,1,280,Cash,S07
B18036,O18036,C259,P28,1,299,UPI,S07
B18037,O18037,C9411,P20,2,630,UPI,S06
B18038,O18038,C8217,P23,3,1080,UPI,S04
B18039,O18039,C11699,P17,3,975,Card,S07
B18040,O18040,C16797,P33,3,1110,UPI,S08
B18041,O18041,C16580,P06,1,300,UPI,S06
B18042,O18042,C11026,P28,3,897,Card,S01
B18043,O18043,C7767,P03,3,825,Card,S03
B18044,O18044,C19703,P05,3,840,UPI,S05
B18045,O18045,C9619,P38,2,560,UPI,S06
B18046,O18046,C7857,P13,3,840,Card,S04
B18047,O18047,C6155,P11,3,705,Card,S01
B18048,O18048,C1799,P19,2,590,Card,S04
B18049,O18049,C8306,P17,2,650,UPI,S02
B18050,O18050,C19244,P13,2,560,UPI,S08
B18051,O18051,C12137,P20,2,630,Cash,S07
B18052,O18052,C13328,P07,3,885,Cash,S04
B18053,O18053,C17359,P23,1,360,Cash,S02
B18054,O18054,C15319,P03,1,275,Cash,S02
B18055,O18055,C1404,P37,1,260,UPI,S08
B18056,O18056,C11834,P36,1,280,Card,S03
B18057,O18057,C17543,P09,1,335,UPI,S04
B18058,O18058,C14048,P14,3,900,UPI,S01
B18059,O18059,C96,P39,1,300,UPI,S06
B18060,O18060,C8363,P39,2,600,UPI,S03
B18061,O18061,C16669,P04,3,780,UPI,S08
B18062,O18062,C1306,P06,1,300,UPI,S03
B18063,O18063,C1683,P26,2,670,UPI,S08
B18064,O18064,C9611,P38,1,280,Cash,S07
B18065,O18065,C7208,P01,1,235,Card,S03
B18066,O18066,C381,P35,1,260,UPI,S01
B18067,O18067,C15164,P22,3,1020,Cash,S02
B18068,O18068,C14668,P17,2,650,Cash,S05
B18069,O18069,C12797,P11,1,235,Card,S06
B18070,O18070,C1561,P29,3,957,Card,S08
B18071,O18071,C983,P42,1,280,Cash,S07
B18072,O18072,C15759,P12,2,510,UPI,S07
B18073,O18073,C13284,P04,1,260,Cash,S05
B18074,O18074,C10831,P20,1,315,UPI,S01
B18075,O18075,C19751,P36,2,560,Cash,S01
B18076,O18076,C19087,P35,2,520,Cash,S03
B18077,O18077,C14862,P41,2,440,Cash,S03
B18078,O18078,C19535,P42,3,840,UPI,S03
B18079,O18079,C19226,P11,1,235,Cash,S07
B18080,O18080,C1863,P05,1,280,Cash,S06
B18081,O18081,C13069,P39,2,600,Cash,S01
B18082,O18082,C6422,P26,2,670,Card,S03
B18083,O18083,C6538,P11,2,470,UPI,S08
B18084,O18084,C11972,P22,2,680,Cash,S05
B18085,O18085,C6450,P16,2,610,Cash,S02
B18086,O18086,C4247,P36,2,560,Cash,S08
B18087,O18087,C9392,P07,2,590,Card,S03
B18088,O18088,C8807,P05,3,840,Cash,S01
B18089,O18089,C19068,P43,1,250,Cash,S03
B18090,O18090,C17513,P43,2,500,Cash,S04
B18091,O18091,C2082,P19,3,885,UPI,S04
B18092,O18092,C6445,P02,3,765,Card,S06
B18093,O18093,C6708,P05,3,840,Card,S08
B18094,O18094,C14248,P41,3,660,UPI,S07
B18095,O18095,C5781,P29,1,319,Card,S07
B18096,O18096,C3280,P18,3,1035,UPI,S04
B18097,O18097,C16696,P30,2,678,Card,S04
B18098,O18098,C5859,P34,2,480,UPI,S07
B18099,O18099,C3013,P21,1,335,UPI,S02
B18100,O18100,C2961,P28,3,897,Cash,S01
B18101,O18101,C3176,P23,1,360,Cash,S03
